,article_name,article_quality,country,population,revision_id
30982,Arthur Nichols,Stub,Australia,24.1,759532986
30983,Robert Reid (Australian politician),Start,Australia,24.1,759641994
30984,Edward Greville,Stub,Australia,24.1,759769824
30985,Jann Stuckey,Start,Australia,24.1,759981591
30986,Hieu Van Le,Start,Australia,24.1,760125919
30987,Margaret Rowe,Start,Australia,24.1,760178515
30988,Robert Dunsmure,C,Australia,24.1,760563015
30989,David Hunter (Queensland politician),Stub,Australia,24.1,760604768
30990,James Kennedy (Australian politician),C,Australia,24.1,760605084
30991,James Francis Maxwell,Start,Australia,24.1,760662466
30992,Robert Thomson (Australian politician),Stub,Australia,24.1,761038983
30993,Francis North (politician),Stub,Australia,24.1,761131688
30994,Archie Tanner,Stub,Australia,24.1,761214304
30995,Michael Clarke (Australian politician),Stub,Australia,24.1,761960589
30996,Russell Clarke,Stub,Australia,24.1,761960679
30997,Denis Collins (politician),Stub,Australia,24.1,761961716
30998,Ebenezer Shoobridge,Stub,Australia,24.1,762220684
30999,John Frazer (politician),Start,Australia,24.1,762343695
31000,Denise Allen,Start,Australia,24.1,762526753
31001,Diane Beamer,C,Australia,24.1,762706793
31002,Dorothy Kotz,Start,Australia,24.1,762863597
31003,Gary Singer,Stub,Australia,24.1,763052301
31004,Don Lane (politician),Start,Australia,24.1,763320961
31005,Janet Woollard,Start,Australia,24.1,763459468
31006,Loraine Braham,C,Australia,24.1,763513949
31007,Thomas Storey,Stub,Australia,24.1,763710035
31008,Trevor Watts (politician),Stub,Australia,24.1,763728144
31009,John Govett,Stub,Australia,24.1,763766917
31010,Steph Key,C,Australia,24.1,763809719
31011,Roger Steele,Start,Australia,24.1,763856897
31012,June D'Rozario,Start,Australia,24.1,764069242
31013,Walter Parsons (politician),Start,Australia,24.1,764237917
31014,John Frederick Herbert,Start,Australia,24.1,764246694
31015,Ernest Allen (Australian politician),Stub,Australia,24.1,764265946
31016,Fiona Simpson,C,Australia,24.1,764509091
31017,Garry Kelly,Start,Australia,24.1,764729684
31018,Hugh Delahunty,C,Australia,24.1,764819014
31019,George Wright (trade unionist),Start,Australia,24.1,764875642
31020,Tom Fox (politician),Start,Australia,24.1,764937924
31021,Tom McNeil,GA,Australia,24.1,764939807
31022,Allan Rodda,Stub,Australia,24.1,765956005
31023,Robyn Geraghty,Stub,Australia,24.1,766393656
31024,Alison Anderson,GA,Australia,24.1,766511079
31025,Irene Longman,Start,Australia,24.1,766626178
31026,Hugh Menzies,Start,Australia,24.1,766743764
31027,Sue Napier,Start,Australia,24.1,766750964
31028,Frederick Baglin,Start,Australia,24.1,766844376
31029,Jennifer Rankine,Start,Australia,24.1,766999752
31030,Seath Holswich,Stub,Australia,24.1,767006592
31031,Lisa France,Stub,Australia,24.1,767429817
31032,June Appleby,Stub,Australia,24.1,767458715
31033,Susan Davies,Start,Australia,24.1,767515619
31034,Bronwyn Halfpenny,Stub,Australia,24.1,767515657
31035,Judy Maddigan,Stub,Australia,24.1,767640536
31036,Kevin Ryan (rugby),C,Australia,24.1,767932176
31037,Paul Gibson (politician),C,Australia,24.1,767951837
31038,Tim Mander,Start,Australia,24.1,767971910
31039,Caroline Hogg,Start,Australia,24.1,768002076
31040,Karyn Paluzzano,C,Australia,24.1,768042838
31041,Tony Bramley,Stub,Australia,24.1,768188609
31042,Eva Hughes,Stub,Australia,24.1,768661254
31043,Ernest Henty,Start,Australia,24.1,768809992
31044,Alan Corbett,Stub,Australia,24.1,768887122
31045,William Ralph Nairn,Stub,Australia,24.1,768980149
31046,Maree Edwards,Stub,Australia,24.1,769074782
31047,Thomas Hawke,Stub,Australia,24.1,769089418
31048,William Leggatt,Start,Australia,24.1,769252494
31049,James Mackay (Australian politician),Start,Australia,24.1,769357652
31050,Vicki Howard,Stub,Australia,24.1,769408477
31051,Shayne Sutton,Stub,Australia,24.1,769615526
31052,Eleni Evangel,Stub,Australia,24.1,769874777
31053,Agnes Goode,C,Australia,24.1,770067469
31054,Andrea Coote,Start,Australia,24.1,770075698
31055,Jonas Levien,Stub,Australia,24.1,770277891
31056,Donald Mackinnon,Stub,Australia,24.1,770279895
31057,Lisa Neville,Start,Australia,24.1,770453328
31058,Sue Carter,Start,Australia,24.1,770484837
31059,Merri Rose,Start,Australia,24.1,770577963
31060,Sue Walker,Start,Australia,24.1,770710250
31061,Brian Cahill,Stub,Australia,24.1,770858422
31062,Howard Venning,Stub,Australia,24.1,770919751
31063,Vickie Chapman,C,Australia,24.1,770922897
31064,Helen Bullock,Stub,Australia,24.1,771007458
31065,William White (conscientious objector),Start,Australia,24.1,771015810
31066,Samantha Rowe,Stub,Australia,24.1,771191172
31067,Jane Aagaard,Start,Australia,24.1,771425721
31068,Alicia O'Shea Petersen,Stub,Australia,24.1,771530597
31069,William Moore (Australian politician),Stub,Australia,24.1,771767720
31070,Harry Venn,Stub,Australia,24.1,771784153
31071,Grace Portolesi,C,Australia,24.1,771838981
31072,Chris Steel,Start,Australia,24.1,772092345
31073,Michelle Roberts,C,Australia,24.1,772263717
31074,Matt Conlan,Stub,Australia,24.1,772440254
31075,Ross Bohlin,Start,Australia,24.1,772571496
31076,Herbert Hardacre,Start,Australia,24.1,772905061
31077,Helen Cross (politician),Stub,Australia,24.1,773087410
31078,Helen Hodgson,Stub,Australia,24.1,773089256
31079,Helen Szuty,Start,Australia,24.1,773093102
31080,Helen Westwood,C,Australia,24.1,773093939
31081,Henry Clarke (Australian politician),Start,Australia,24.1,773201395
31082,Henry Douglass,Stub,Australia,24.1,773205887
31083,Henry Doyle (politician),Stub,Australia,24.1,773205910
31084,Henry Hughes (New South Wales politician),Stub,Australia,24.1,773217192
31085,Henry Kater (politician),Stub,Australia,24.1,773220670
31086,Patrick Quinn (Australian politician),Stub,Australia,24.1,773224320
31087,Henry Moore (Australian politician),Stub,Australia,24.1,773227254
31088,Henry Prince,Stub,Australia,24.1,773232156
31089,David Barr (politician),Stub,Australia,24.1,773263641
31090,Henry Badgery,Stub,Australia,24.1,773537196
31091,Noah Carroll,Start,Australia,24.1,773667529
31092,Ted Connelly,Stub,Australia,24.1,773709634
31093,Simone McGurk,Start,Australia,24.1,773814142
31094,Tony Packard,Start,Australia,24.1,773954530
31095,Tom Veivers,C,Australia,24.1,774121992
31096,Charles Smith (Victorian politician),Stub,Australia,24.1,774354824
31097,Bill McGrath,Start,Australia,24.1,774396246
31098,Bill Flynn (politician),Start,Australia,24.1,774453397
31099,Elisa Roberts,Stub,Australia,24.1,774454530
31100,Paddy Embry,Stub,Australia,24.1,774460921
31101,John Fischer (politician),Start,Australia,24.1,774462493
31102,Frank Hough,Stub,Australia,24.1,774489469
31103,Sam Cox (Australian politician),Stub,Australia,24.1,774491632
31104,John Kingston,Stub,Australia,24.1,774492864
31105,David James (Australian politician),Stub,Australia,24.1,774495559
31106,William Jamieson (Australian politician),Stub,Australia,24.1,774495675
31107,Robert Nicholls,Stub,Australia,24.1,774496040
31108,William Dumaresq,Stub,Australia,24.1,774498654
31109,Philip King (Australian politician),Start,Australia,24.1,774570833
31110,George Farquhar Leslie,Start,Australia,24.1,774571040
31111,George Feltham Hopkins,Start,Australia,24.1,774628332
31112,Henry Chesson,Start,Australia,24.1,774648540
31113,William MacGillivray (politician),Start,Australia,24.1,774649332
31114,Herbert Dunn (politician),Start,Australia,24.1,774650264
31115,Edward Alfred Anstey,Start,Australia,24.1,774650494
31116,Maurice Parish,Start,Australia,24.1,774650898
31117,Beasley Kearney,Start,Australia,24.1,774650936
31118,John O'Connor (Australian politician),Stub,Australia,24.1,774650966
31119,Edward Twopeny,Start,Australia,24.1,774651465
31120,John Ingleby (Australian politician),Start,Australia,24.1,774662794
31121,Thompson Green,Start,Australia,24.1,774663668
31122,William Cole (Australian politician),Start,Australia,24.1,774663693
31123,Alexander McDonald (Australian politician),Stub,Australia,24.1,774663761
31124,William Miller (South Australian politician),Start,Australia,24.1,774663779
31125,John Pick (politician),Start,Australia,24.1,774664822
31126,Arthur Marshall (politician),Start,Australia,24.1,774678532
31127,Allan Grice,C,Australia,24.1,774718892
31128,Harriet Shing,Stub,Australia,24.1,774868532
31129,Edgar Hampton Warren,Start,Australia,24.1,774900356
31130,David Storrer,Start,Australia,24.1,774969432
31131,Ned Davis,Stub,Australia,24.1,774977793
31132,John Travers (1867–1928),Start,Australia,24.1,774990079
31133,Robyn Clarke,Stub,Australia,24.1,775076894
31134,Lisa O'Malley,Stub,Australia,24.1,775080153
31135,Cassie Rowe,Stub,Australia,24.1,775081079
31136,Jessica Shaw,Stub,Australia,24.1,775081371
31137,John Cheek,Stub,Australia,24.1,775178204
31138,Peter Khalil,Start,Australia,24.1,775184313
31139,Walter Kingsmill,Start,Australia,24.1,775187780
31140,William O'Connell (politician),Start,Australia,24.1,775350796
31141,Matthew Battersby,Start,Australia,24.1,775355022
31142,James Hague,Stub,Australia,24.1,775368667
31143,Moses Gabb,GA,Australia,24.1,775426660
31144,Dorothy Pratt,Stub,Australia,24.1,775515825
31145,Ken Turner (politician),Stub,Australia,24.1,775515964
31146,Nathaniel Levi,Stub,Australia,24.1,775643831
31147,Francis Bernard Keogh,Start,Australia,24.1,775688340
31148,Jack Simpson (politician),Stub,Australia,24.1,775766814
31149,John Devine (Australian rules footballer),Start,Australia,24.1,775816502
31150,Jacqui Burke,Stub,Australia,24.1,775820650
31151,William Walker (New South Wales colonial politician),Stub,Australia,24.1,775836753
31152,John Walsh (Australian politician),Start,Australia,24.1,775836835
31153,James Curley (Australian politician),Stub,Australia,24.1,775941480
31154,James Ellis (Australian politician),Stub,Australia,24.1,775951833
31155,James Fitzgerald Murray,Stub,Australia,24.1,775955106
31156,James Gannon (politician),Stub,Australia,24.1,775959753
31157,James Giles (politician),Stub,Australia,24.1,775960843
31158,James Henry Young,Stub,Australia,24.1,775969337
31159,James McInerney (politician),Stub,Australia,24.1,775988338
31160,James Mitchell (New South Wales politician),Stub,Australia,24.1,775990403
31161,Murray Thompson,C,Australia,24.1,775990965
31162,James Murphy (New South Wales politician),Stub,Australia,24.1,775992923
31163,James Robinson (Australian politician),Stub,Australia,24.1,776006484
31164,James Taylor (New South Wales politician),Stub,Australia,24.1,776019932
31165,James Walker (New South Wales politician),Stub,Australia,24.1,776028502
31166,James Webb (Australian politician),Stub,Australia,24.1,776030397
31167,Jan Kronberg,Start,Australia,24.1,776085207
31168,Billy Gordon,Start,Australia,24.1,776104428
31169,Jane Hill (politician),Start,Australia,24.1,776116329
31170,James Purcell (politician),Start,Australia,24.1,776132686
31171,Sally Talbot,Start,Australia,24.1,776294794
31172,Jean Baptiste Louis Isambert,Stub,Australia,24.1,776337526
31173,Deb Frecklington,Start,Australia,24.1,776479420
31174,Jeremiah Rundle,Stub,Australia,24.1,776491566
31175,Ljiljanna Ravlich,Start,Australia,24.1,776501665
31176,Joan Hall,Start,Australia,24.1,776766842
31177,John Adamson (Queensland politician),Start,Australia,24.1,776901246
31178,John Alexander (New South Wales colonial politician),Stub,Australia,24.1,776903234
31179,John Annear (politician),Stub,Australia,24.1,776906619
31180,Donald Campbell (Australian politician),Stub,Australia,24.1,776920334
31181,Edward Cleary (Australian politician),Stub,Australia,24.1,776920854
31182,John Benton Wild,Stub,Australia,24.1,776921664
31183,John Birt (politician),Stub,Australia,24.1,776924226
31184,John Clemons,Stub,Australia,24.1,776950217
31185,Frank Hourigan,Start,Australia,24.1,776980854
31186,Frederick Hickford,Stub,Australia,24.1,776981231
31187,John Galbally,Start,Australia,24.1,777024091
31188,Hugh McKinnon (Australian politician),Stub,Australia,24.1,777027418
31189,John Higham (Australian politician),Start,Australia,24.1,777063118
31190,John Joseph Mullen,Stub,Australia,24.1,777087575
31191,Craig Thomson (politician),C,Australia,24.1,777157698
31192,Richard Alfred O'Connor,Stub,Australia,24.1,777207504
31193,John Sinclair (environmentalist),Stub,Australia,24.1,777223824
31194,John Zarb,Stub,Australia,24.1,777278180
31195,Jon Philp,Start,Australia,24.1,777352348
31196,Bob McClure (politician),Stub,Australia,24.1,777628748
31197,Joy Burch,Stub,Australia,24.1,777638268
31198,Sabine Winton,Stub,Australia,24.1,777746975
31199,Charles Porter (Australian politician),Start,Australia,24.1,777774031
31200,Julian Leeser,Start,Australia,24.1,777777141
31201,Wally Rae,Stub,Australia,24.1,777781865
31202,Harry Black (politician),Stub,Australia,24.1,777793681
31203,Bill Feldman,Start,Australia,24.1,777793728
31204,Peter Prenzler,Stub,Australia,24.1,777793785
31205,Heather Hill (politician),Start,Australia,24.1,777793860
31206,Nicholas Fitzgerald (politician),Stub,Australia,24.1,777945304
31207,Samuel Grimes,Stub,Australia,24.1,777971229
31208,Richard Wood (Australian politician),Stub,Australia,24.1,778055601
31209,Edward Smith Hill,Stub,Australia,24.1,778108835
31210,Anne Stanley (politician),Stub,Australia,24.1,778179746
31211,Francis Mason (politician),Stub,Australia,24.1,778206906
31212,Karin MacDonald,Stub,Australia,24.1,778330691
31213,Katie Hodson-Thomas,Start,Australia,24.1,778454136
31214,Kaye Darveniza,Start,Australia,24.1,778489667
31215,Frances Bedford,Start,Australia,24.1,778517567
31216,Kerrie Tucker,C,Australia,24.1,778699993
31217,Christopher McRae (Australian politician),Stub,Australia,24.1,778788490
31218,David O'Loughlin (Australian politician),Start,Australia,24.1,778788545
31219,Ernest Hannaford,Stub,Australia,24.1,778788609
31220,Frederick Derham,Stub,Australia,24.1,778788617
31221,Wendy Duncan,C,Australia,24.1,778870290
31222,Roy Moir,Stub,Australia,24.1,778922774
31223,Samuel Dickson (Australian politician),Stub,Australia,24.1,778923934
31224,Eve Dutton,Start,Australia,24.1,778992411
31225,Carol Martin,C,Australia,24.1,779183234
31226,Tony Mulder,Start,Australia,24.1,779270890
31227,Adele Carles,Start,Australia,24.1,779529534
31228,James Newton (Tasmanian politician),Stub,Australia,24.1,779642832
31229,John Toohey (politician),Stub,Australia,24.1,779709896
31230,Frank Beaurepaire,C,Australia,24.1,779749177
31231,Paul O'Grady (politician),C,Australia,24.1,779776097
31232,Madeleine Ogilvie,Start,Australia,24.1,780148513
31233,Licia Kokocinski,Start,Australia,24.1,780478395
31234,Andrew White (Australian politician),Stub,Australia,24.1,780574911
31235,Richard Vale,Stub,Australia,24.1,780590055
31236,Lindy Nelson-Carr,Start,Australia,24.1,780632101
31237,Liz Beattie,Start,Australia,24.1,780683990
31238,Liz Penfold,Start,Australia,24.1,780843781
31239,Liz Cunningham,C,Australia,24.1,780916597
31240,Michael Cleary (rugby),C,Australia,24.1,781080016
31241,Liz Behjat,Start,Australia,24.1,781569596
31242,Robyn McSweeney,Stub,Australia,24.1,781570818
31243,Laine McDonald,Stub,Australia,24.1,781570952
31244,Helen Morton,Stub,Australia,24.1,781571056
31245,Alannah MacTiernan,Start,Australia,24.1,781571315
31246,Alison Xamon,Start,Australia,24.1,781572810
31247,Elise Irwin,Stub,Australia,24.1,781579397
31248,Julian Hill,Start,Australia,24.1,781611506
31249,Jon Gee,Stub,Australia,24.1,781614317
31250,Danielle Green,Start,Australia,24.1,781731628
31251,Bill D'Arcy,Stub,Australia,24.1,781755056
31252,Judy Spence,Start,Australia,24.1,781759360
31253,List of whips in the Australian Senate,GA,Australia,24.1,781933623
31254,Emily Hamilton (politician),Stub,Australia,24.1,781936403
31255,Terry Martin (politician),Start,Australia,24.1,781948659
31256,Jacqui Boydell,Stub,Australia,24.1,781980382
31257,Rosa Lee Long,C,Australia,24.1,781988824
31258,William Mayne (Australian politician),Stub,Australia,24.1,782005419
31259,Henry Gullett (New South Wales politician),Stub,Australia,24.1,782171879
31260,Lorraine Wreford,Stub,Australia,24.1,782308585
31261,Louise Littlewood,Stub,Australia,24.1,782378616
31262,Lucy Horodny,Start,Australia,24.1,782506096
31263,Barry Morris,C,Australia,24.1,782658257
31264,Sid Cramp,Stub,Australia,24.1,782688701
31265,Natalie Suleyman,Start,Australia,24.1,782782113
31266,Charles Sargeant,Stub,Australia,24.1,782811929
31267,Milton Ballantyne,Stub,Australia,24.1,782983618
31268,William Young (Tasmanian politician),Stub,Australia,24.1,782986372
31269,Brian Austin,Start,Australia,24.1,783027409
31270,Kate Worden,Start,Australia,24.1,783095896
31271,Kezia Purick,C,Australia,24.1,783232929
31272,Paul Kirby,Start,Australia,24.1,783254669
31273,Marion Reilly,Start,Australia,24.1,783551570
31274,Marion Scrymgour,C,Australia,24.1,783551868
31275,Harry Massey,Stub,Australia,24.1,783580577
31276,Mark Pearson (politician),Start,Australia,24.1,783605831
31277,James Laidley,Stub,Australia,24.1,783606376
31278,John Della Bosca,C,Australia,24.1,783703342
31279,Jack Paff,Stub,Australia,24.1,783720378
31280,Matt McEachan,Stub,Australia,24.1,783817818
31281,Ivor MacGillivray,Start,Australia,24.1,784241013
31282,Gordon Nuttall,GA,Australia,24.1,784261765
31283,Michael Cobb,Start,Australia,24.1,784686381
31284,Henry Bloomfield (politician),Stub,Australia,24.1,784722803
31285,Frank De Stefano,C,Australia,24.1,784743407
31286,Leslie Payne,Stub,Australia,24.1,784769407
31287,Lyn Breuer,Stub,Australia,24.1,784782650
31288,Gary Higgins,Start,Australia,24.1,784795643
31289,Rick Farley,Start,Australia,24.1,784854444
31290,Mick Veivers,Stub,Australia,24.1,784881558
31291,Ryan Murphy (Australian politician),C,Australia,24.1,784975725
31292,Hubert Sizer,Stub,Australia,24.1,784986341
31293,Anne Warner (politician),Start,Australia,24.1,785078850
31294,James Hayes (Australian politician),Stub,Australia,24.1,785166672
31295,Scott Driscoll,C,Australia,24.1,785344805
31296,Colleen Hartland,Start,Australia,24.1,785400743
31297,William Robson (1843–1920),Stub,Australia,24.1,785875549
31298,Mark Brindal,Start,Australia,24.1,785896838
31299,Daniel Young,Stub,Australia,24.1,785956238
31300,Adele Farina,C,Australia,24.1,785963723
31301,Richard Hyne,Stub,Australia,24.1,786232945
31302,Kathryn Greiner,C,Australia,24.1,786272877
31303,Florence Cardell-Oliver,C,Australia,24.1,786343632
31304,Audrey Reader,Start,Australia,24.1,786345242
31305,Kaila Murnain,C,Australia,24.1,786394266
31306,Ian Kaye,Stub,Australia,24.1,786413502
31307,Leonard Hill (politician),Stub,Australia,24.1,786525289
31308,Neville Christian,Stub,Australia,24.1,786563527
31309,Helena Carr,Start,Australia,24.1,786725902
31310,Pam O'Neil,Stub,Australia,24.1,786781604
31311,Pam Beggs,Start,Australia,24.1,786781679
31312,Pam Allan,Stub,Australia,24.1,786781930
31313,Rosemary Kyburz,Start,Australia,24.1,786794617
31314,Len Stephan,Start,Australia,24.1,786794647
31315,Matthew Baird (politician),Start,Australia,24.1,786861459
31316,Eliza Grey,C,Australia,24.1,786865174
31317,Tim Hammond (politician),Stub,Australia,24.1,786873901
31318,Mike Freelander,Start,Australia,24.1,786920009
31319,Faye Lo Po',Start,Australia,24.1,786932592
31320,Charles Rappolt,Start,Australia,24.1,786955175
31321,Ray Bailey,Stub,Australia,24.1,787030599
31322,Kathleen Maltzahn,C,Australia,24.1,787200816
31323,Jenny Mikakos,Start,Australia,24.1,787310863
31324,Ray O'Connor,C,Australia,24.1,787358271
31325,Pat Farmer,C,Australia,24.1,787394470
31326,Nicolle Flint,Start,Australia,24.1,787411731
31327,Jeanette Powell,Start,Australia,24.1,787434422
31328,Robert Simms (politician),Start,Australia,24.1,787567664
31329,Edward Clark (Australian politician),Stub,Australia,24.1,787606404
31330,Ralph McLean (politician),Start,Australia,24.1,787675702
31331,Jim Wilkinson (Australian politician),Start,Australia,24.1,787795627
31332,John Dow (Australian politician),Stub,Australia,24.1,787864171
31333,Jane Garrett,Start,Australia,24.1,787882995
31334,Alan Stewart (Australian politician),Stub,Australia,24.1,788141602
31335,James Bligh,Stub,Australia,24.1,788165859
31336,Michael Easson,C,Australia,24.1,788187958
31337,Mike Ovington,Stub,Australia,24.1,788260223
31338,Alexander Baxter,Stub,Australia,24.1,788338278
31339,Alexander Brown (Australian politician),Stub,Australia,24.1,788340977
31340,Alexander Busby (politician),Stub,Australia,24.1,788341781
31341,Alexander Gordon (Australian politician),Stub,Australia,24.1,788352231
31342,Alexander Longmore,Stub,Australia,24.1,788362927
31343,Joyce Steele,Start,Australia,24.1,788372187
31344,Alexander Park (politician),Stub,Australia,24.1,788373785
31345,Alexander Portus,Stub,Australia,24.1,788375836
31346,Alexander Ross (Australian politician),Stub,Australia,24.1,788377913
31347,Alexander Warren,Stub,Australia,24.1,788385622
31348,Alfred Conroy,Stub,Australia,24.1,788432667
31349,Alick Kay,Start,Australia,24.1,788504526
31350,Francis Merewether (Australian politician),Stub,Australia,24.1,788582836
31351,Sonya Kilkenny,Start,Australia,24.1,788618871
31352,Jessica Stojkovski,Stub,Australia,24.1,788629953
31353,Andrew Theophanous,C,Australia,24.1,788671700
31354,Henry Tossell,Start,Australia,24.1,788701080
31355,Alyssa Hayden,Stub,Australia,24.1,788733337
31356,John Coulter (politician),Start,Australia,24.1,788748457
31357,Natasha Stott Despoja,C,Australia,24.1,788754652
31358,Brian Greig,Start,Australia,24.1,788756071
31359,John Tingle,Start,Australia,24.1,788853455
31360,James Murdoch Jr.,Stub,Australia,24.1,788866130
31361,James Murdoch Sr.,Stub,Australia,24.1,788866166
31362,Louis Shoobridge Sr.,Stub,Australia,24.1,788866249
31363,Louis Shoobridge Jr.,Stub,Australia,24.1,788866276
31364,Peter McCrackan,Stub,Australia,24.1,788866328
31365,Richard McKenzie (Tasmanian politician),Stub,Australia,24.1,788866388
31366,Leo McPartlan,Stub,Australia,24.1,788866408
31367,Colin Tincknell,Stub,Australia,24.1,788941773
31368,Charles Smith (Western Australian politician),Start,Australia,24.1,788944517
31369,Andre Nobbs,Stub,Australia,24.1,789044614
31370,Andrew Lysaght Sr.,Stub,Australia,24.1,789096688
31371,Angela Owen-Taylor,C,Australia,24.1,789198518
31372,Robin Scott (Western Australian politician),Stub,Australia,24.1,789217917
31373,Thomas Morrow (Australian politician),Stub,Australia,24.1,789256143
31374,Ann Barker,Start,Australia,24.1,789262271
31375,Neil McInnes (politician),Stub,Australia,24.1,789409874
31376,Lynn MacLaren,Start,Australia,24.1,789445271
31377,"Archibald Bell, Sr.",Stub,Australia,24.1,789633470
31378,Helen Shardey,Stub,Australia,24.1,789651232
31379,Sandra Nori,C,Australia,24.1,789745025
31380,Arthur A'Beckett,Stub,Australia,24.1,789811987
31381,Arthur Chesterfield-Evans,C,Australia,24.1,789817568
31382,Arthur Hutchin,Start,Australia,24.1,789826340
31383,John Stewart (Western Australian politician),Start,Australia,24.1,789864330
31384,Liza Harvey,C,Australia,24.1,789906390
31385,Grace Grace,Start,Australia,24.1,790146349
31386,Steve Hutchins,Stub,Australia,24.1,790146377
31387,Kate Jones,C,Australia,24.1,790146395
31388,Roger Vale,Stub,Australia,24.1,790167874
31389,Augustus James,Stub,Australia,24.1,790184916
31390,George Holden (politician),Start,Australia,24.1,790388618
31391,Peter Primrose,Start,Australia,24.1,790599519
31392,Karlene Maywald,C,Australia,24.1,790631943
31393,Robert MacGregor (politician),Stub,Australia,24.1,790638068
31394,Barnard Drummond Clarkson,Start,Australia,24.1,790642370
31395,Nicole Lawder,Stub,Australia,24.1,790660866
31396,Michael Connington,Stub,Australia,24.1,790741948
31397,Percy Brookfield,C,Australia,24.1,790767431
31398,Rosemary Foot (politician),Stub,Australia,24.1,790880782
31399,Thomas Chataway,Stub,Australia,24.1,790971800
31400,Leader of the Opposition in the Senate (Australia),C,Australia,24.1,791071461
31401,Kevin Newman (politician),Start,Australia,24.1,791085336
31402,List of Australian Greens parliamentarians,B,Australia,24.1,791109887
31403,Marianne Saliba,Stub,Australia,24.1,791121254
31404,Peter Georgiou,Start,Australia,24.1,791123106
31405,Rod Oliver,Start,Australia,24.1,791134881
31406,Michael McHugh,Start,Australia,24.1,791266371
31407,Bev Cains,Stub,Australia,24.1,791274171
31408,Leader of the Government in the Senate (Australia),C,Australia,24.1,791301968
31409,Jim Small,Stub,Australia,24.1,791318138
31410,Susan Renouf,Start,Australia,24.1,791366554
31411,Gil Langley,C,Australia,24.1,791394894
31412,Bill Sykes,Start,Australia,24.1,791448632
31413,Joseph O'Carroll,Stub,Australia,24.1,791481044
31414,David Dalgleish,Stub,Australia,24.1,791960444
31415,Belinda Neal,Start,Australia,24.1,792039252
31416,Phil Cleary,C,Australia,24.1,792050981
31417,Rita Saffioti,Start,Australia,24.1,792072748
31418,Athol Meyer,Stub,Australia,24.1,792084056
31419,Alexander Wilson (Australian politician),Start,Australia,24.1,792125979
31420,Horatio Wills,Start,Australia,24.1,792251564
31421,List of Indigenous Australian politicians,C,Australia,24.1,792410190
31422,Bronwyn Pike,Start,Australia,24.1,792411628
31423,Al Grassby,GA,Australia,24.1,792424148
31424,Lord Augustus Loftus,Start,Australia,24.1,792565580
31425,Joseph Bosisto,Start,Australia,24.1,792610997
31426,Burman Lauga,Stub,Australia,24.1,792635544
31427,Maureen Hayes,Stub,Australia,24.1,792755597
31428,Louis Bisdee,Stub,Australia,24.1,793101119
31429,Carmel Tebbutt,C,Australia,24.1,793192466
31430,Brian Dixon,Start,Australia,24.1,793232711
31431,George Cummins Morphett,Start,Australia,24.1,793238357
31432,Carryn Sullivan,Stub,Australia,24.1,793240078
31433,Glenys Godfrey,Start,Australia,24.1,793310170
31434,Cate Molloy,Start,Australia,24.1,793339062
31435,Catherine Green,Stub,Australia,24.1,793350781
31436,Fred Book,Stub,Australia,24.1,793350796
31437,Cecil Coghlan,Stub,Australia,24.1,793401486
31438,Ngaree Ah Kit,Stub,Australia,24.1,793468416
31439,Hyacinth Tungutalum,Stub,Australia,24.1,793501093
31440,Laurence O'Loughlin,Stub,Australia,24.1,793525143
31441,List of whips in the Australian House of Representatives,GA,Australia,24.1,793573674
31442,Charles Campbell (New South Wales politician),Stub,Australia,24.1,793652598
31443,Trevor Evans (politician),Start,Australia,24.1,793657296
31444,Charles Heydon,Stub,Australia,24.1,793677019
31445,Charles Melbourne,Stub,Australia,24.1,793690148
31446,Charles Richardson (Australian politician),Stub,Australia,24.1,793700227
31447,Charles Riley (politician),Stub,Australia,24.1,793700374
31448,Charles Wray Finch,Stub,Australia,24.1,793719856
31449,Tung Ngo,Stub,Australia,24.1,793807953
31450,William Little (politician),Stub,Australia,24.1,793838128
31451,William Armstrong (Australian politician),Stub,Australia,24.1,793838991
31452,Philip Donato,Stub,Australia,24.1,793963955
31453,Selena Uibo,Start,Australia,24.1,793984032
31454,Susan Close,Start,Australia,24.1,793989321
31455,May Holman,Start,Australia,24.1,794007106
31456,Gordon Walsh,Start,Australia,24.1,794008342
31457,Chloë Fox,Start,Australia,24.1,794045587
31458,Trent Zimmerman,C,Australia,24.1,794144450
31459,Christian Rowan,Start,Australia,24.1,794171939
31460,Dee Ryall,Start,Australia,24.1,794184656
31461,Christine Fyffe,Start,Australia,24.1,794197152
31462,Francis Foster (Tasmanian politician),Stub,Australia,24.1,794333284
31463,John Howard Taylor,Stub,Australia,24.1,794370661
31464,Tommy Ryan (politician),Start,Australia,24.1,794391283
31465,Ted O'Brien (Australian politician),C,Australia,24.1,794463844
31466,Liddy Clark,Start,Australia,24.1,794622784
31467,Edmund Lonsdale,Stub,Australia,24.1,794767748
31468,Edmund Piesse,Stub,Australia,24.1,794767765
31469,Francis McLean (politician),Stub,Australia,24.1,794768163
31470,Frank Ford (Australian politician),Stub,Australia,24.1,794768218
31471,Frank Liddell (politician),Stub,Australia,24.1,794768254
31472,George Cruickshank (Australian politician),Stub,Australia,24.1,794768516
31473,George Edwards (Australian politician),Stub,Australia,24.1,794768528
31474,Gratton Wilson,Stub,Australia,24.1,794768668
31475,Henry Lee (Australian politician),Stub,Australia,24.1,794768792
31476,Henry Saunders (politician),Stub,Australia,24.1,794768847
31477,Jabez Coon,Stub,Australia,24.1,794769061
31478,Jack Kane,Start,Australia,24.1,794769196
